name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
org.apache.camel.component.cxf.CxfComponent,0.030120481927710843,0.5,0.0,0.015625,0.03105590062111801,0.0,0.002242152466367713,0.09210526315789473,0.025477707006369428,0.125,0.020702936928261917,1.0,0.1111111111111111,0.921052632,0.36,0.25,0.09523809523809523,0.04663865545238684,0.030303030303030304,0.07058823529411765,0
org.apache.camel.impl.DefaultExchangeFormatter,0.024096385542168676,0.16666666666666666,0.0,0.006696428571428571,0.015527950310559004,0.0002937504589850922,0.002242152466367713,0.02631578947368421,0.019108280254777073,0.3333333335,0.008184882041405874,1.0,0.1111111111111111,0.0,0.5,0.0,0.0,0.018907563021237906,0.030303030303030304,0.058823529411764705,0
org.apache.camel.component.jetty.JettyHttpComponent,0.12048192771084337,0.6666666666666666,0.0,0.05803571428571428,0.2950310559006211,0.01057501652346332,0.004484304932735426,0.3421052631578947,0.08280254777070065,0.4210526315,0.20847376023110253,1.0,0.0,0.727272727,0.197368421,1.0,0.23809523809523808,0.12794117644370984,0.09090909090909091,0.11764705882352941,0
org.apache.camel.language.simple.SimpleLanguage,0.01807228915662651,0.3333333333333333,0.0,0.017857142857142856,0.06832298136645962,0.00022031284423881914,0.004484304932735426,0.07894736842105263,0.012738853503184714,1.0,0.07944150216658642,0.0,0.0,0.75,0.666666667,0.25,0.14285714285714285,0.3403361343822823,0.4545454545454546,0.6274470588235295,1
org.apache.camel.util.ServiceHelper,0.04819277108433735,0.16666666666666666,0.0,0.055803571428571425,0.06211180124223602,0.001615627524418007,0.04932735426008968,0.039473684210526314,0.038216560509554146,0.2857142855,0.08473760231102552,1.0,0.0,0.0,0.25,0.0,0.0,0.13156512602278042,0.030303030303030304,0.08823529411764705,1
org.apache.camel.component.file.FileProcessStrategy,0.01807228915662651,0.16666666666666666,0.0,0.013392857142857142,0.009316770186335404,0.00022031284423881914,0.011210762331838564,0.02631578947368421,0.019108280254777073,1.0,0.0014443909484833895,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
org.apache.camel.component.restlet.RestletConstants,0.006024096385542169,0.16666666666666666,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,1.0,0.004333172845450169,0.0,0.0,0.0,1.0,0.0,0.0,0.018907563021237906,0.0,0.0,0
org.apache.camel.impl.DefaultLifecycleStrategy,0.03614457831325302,0.16666666666666666,0.0,0.020089285714285712,0.05279503105590062,0.0011015642211940958,0.004484304932735426,0.09210526315789473,0.038216560509554146,1.0,0.022147327876745306,0.0,0.0,0.0,0.333333333,0.0,0.0,0.042016806715962855,0.12121212121212122,0.15685882352941175,1
org.apache.camel.RecipientList,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
org.apache.camel.language.groovy.CamelGroovyMethods,0.024096385542168676,0.16666666666666666,0.0,0.015625,0.024844720496894408,0.0004406256884776383,0.0,0.09210526315789473,0.019108280254777073,1.0,0.01059220028887819,0.0,0.0,0.0,0.375,0.0,0.0,0.028361344531856857,0.030303030303030304,0.08823529411764705,0
org.apache.camel.language.simple.FileExpressionBuilder,0.060240963855421686,0.16666666666666666,0.0,0.024553571428571428,0.06211180124223602,0.003304692663582287,0.002242152466367713,0.13157894736842105,0.05732484076433121,1.0,0.025036109773712085,0.0,0.0,0.0,0.15,0.0,0.0,0.02647058822973307,0.030303030303030304,0.10588235294117647,1
org.apache.camel.component.file.remote.RemoteFileComponent,0.060240963855421686,0.5,0.0,0.02232142857142857,0.10248447204968944,0.001835940368656826,0.006726457399103139,0.13157894736842105,0.0445859872611465,0.111111111,0.07944150216658642,1.0,0.1111111111111111,0.833333333,0.3,0.5,0.14285714285714285,0.09705882350902124,0.09090909090909091,0.10588235294117647,0
org.apache.camel.component.jmx.JMXEndpoint,0.13855421686746988,0.3333333333333333,0.0,0.02901785714285714,0.15217391304347824,0.014760960564000883,0.004484304932735426,0.17105263157894735,0.1337579617834395,0.459090909,0.1280693307655272,1.0,0.0,0.545454545,0.176767677,0.25,0.047619047619047616,0.06384727801179678,0.030303030303030304,0.10230588235294118,0
org.apache.camel.component.file.remote.SftpEndpoint,0.04819277108433735,0.6666666666666666,0.0,0.040178571428571425,0.10248447204968944,0.001615627524418007,0.008968609865470852,0.23684210526315788,0.0445859872611465,0.0714285715,0.06788637457871931,1.0,0.0,0.872340426,0.3125,0.0,0.0,0.10399159661680848,0.030303030303030304,0.08823529411764705,0
org.apache.camel.model.loadbalancer.StickyLoadBalanceStrategy,0.05421686746987952,0.5,0.0,0.006696428571428571,0.046583850931677016,0.0004406256884776383,0.0,0.039473684210526314,0.050955414012738856,0.21875,0.03948001925854598,1.0,0.2222222222222222,0.666666667,0.416666667,0.25,0.09523809523809523,0.049719887945437,0.09090909090909091,0.1045764705882353,1
org.apache.camel.component.bean.DefaultAnnotationExpressionFactory,0.01807228915662651,0.16666666666666666,0.05128205128205128,0.017857142857142856,0.049689440993788817,0.00022031284423881914,0.004484304932735426,0.07894736842105263,0.012738853503184714,1.0,0.046220510351468465,0.0,0.0,0.0,0.533333333,0.0,0.0,0.19537815121945834,0.09090909090909091,0.19608235294117649,0
org.apache.camel.processor.loadbalancer.StickyLoadBalancer,0.060240963855421686,0.6666666666666666,0.0,0.013392857142857142,0.08385093167701863,0.00036718807373136526,0.002242152466367713,0.06578947368421052,0.050955414012738856,0.263888889,0.08088589311506982,1.0,0.2222222222222222,0.75862069,0.25,0.5,0.09523809523809523,0.09705882350902124,0.09090909090909091,0.12941176470588237,1
org.apache.camel.view.XmlGraphGenerator,0.04819277108433735,0.3333333333333333,0.0,0.015625,0.10248447204968944,0.0019093779834030993,0.0,0.09210526315789473,0.006369426751592357,0.2857142855,0.1998074145402022,1.0,0.0,0.588235294,0.390625,0.25,0.047619047619047616,0.31985294110927454,0.24242424242424243,0.4264705882352941,0
org.apache.camel.impl.converter.AsyncProcessorTypeConverter,0.024096385542168676,0.16666666666666666,0.0,0.03794642857142857,0.024844720496894408,0.0004406256884776383,0.02466367713004484,0.07894736842105263,0.025477707006369428,1.0,0.025517573423206548,0.0,0.0,0.0,0.45,0.0,0.0,0.07720588233672145,0.15151515151515152,0.23529411764705882,0
org.apache.camel.component.irc.IrcBinding,0.012048192771084338,0.16666666666666666,0.0,0.006696428571428571,0.015527950310559004,7.343761474627305e-05,0.006726457399103139,0.02631578947368421,0.012738853503184714,1.0,0.008184882041405874,0.0,0.0,0.0,0.666666667,0.0,0.0,0.04726890755309476,0.06060606060606061,0.11764705882352941,0
org.apache.camel.bam.processor.ProcessContext,0.08433734939759037,0.16666666666666666,0.0,0.013392857142857142,0.05590062111801242,0.004479694499522656,0.004484304932735426,0.06578947368421052,0.089171974522293,0.4153846155,0.038998555609051515,1.0,0.5555555555555556,0.0,0.297619048,0.0,0.0,0.027911164462623702,0.030303030303030304,0.1092470588235294,0
org.apache.camel.processor.resequencer.ResequencerEngine,0.0963855421686747,0.16666666666666666,0.0,0.017857142857142856,0.11180124223602483,0.004553132114268929,0.004484304932735426,0.07894736842105263,0.07006369426751592,0.36,0.08858931150698122,1.0,0.3333333333333333,0.0,0.229166667,0.0,0.0,0.06420693275962039,0.12121212121212122,0.15441176470588236,0
org.apache.camel.RuntimeCamelException,0.024096385542168676,0.6666666666666666,0.4358974358974359,0.14732142857142858,0.024844720496894408,0.0004406256884776383,0.14798206278026907,0.0,0.025477707006369428,0.6666666665,0.010110736639383727,1.0,0.0,1.0,0.666666667,0.0,0.0,0.025210084028317207,0.0,0.0,0
org.apache.camel.processor.resequencer.Element,0.03614457831325302,0.16666666666666666,0.0,0.008928571428571428,0.03105590062111801,7.343761474627305e-05,0.004484304932735426,0.02631578947368421,0.038216560509554146,0.3,0.02407318247472316,1.0,0.1111111111111111,0.0,0.5,0.0,0.0,0.04411764704955511,0.06060606060606061,0.13725882352941177,0
org.apache.camel.impl.converter.ArrayTypeConverter,0.01807228915662651,0.16666666666666666,0.0,0.006696428571428571,0.06211180124223602,0.00022031284423881914,0.002242152466367713,0.02631578947368421,0.019108280254777073,1.0,0.06114588348579682,0.0,0.0,0.0,0.666666667,0.0,0.0,0.2605042016049361,0.3939393939393939,0.5490235294117647,0
org.apache.camel.component.direct.DirectEndpoint,0.06626506024096386,0.3333333333333333,0.0,0.024553571428571428,0.05279503105590062,0.001835940368656826,0.006726457399103139,0.14473684210526316,0.050955414012738856,0.3833333335,0.03514684641309581,1.0,0.0,0.75,0.25,0.0,0.0,0.033804430858444444,0.030303030303030304,0.08556470588235293,1
org.apache.camel.component.xquery.XQuery,0.012048192771084338,0.16666666666666666,0.0,0.004464285714285714,0.006211180124223602,7.343761474627305e-05,0.002242152466367713,0.013157894736842105,0.012738853503184714,1.0,0.0009629272989889263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
org.apache.camel.model.dataformat.JsonDataFormat,0.01807228915662651,0.5,0.0,0.004464285714285714,0.012422360248447204,7.343761474627305e-05,0.002242152466367713,0.013157894736842105,0.019108280254777073,0.25,0.007221954742416947,1.0,0.0,0.818181818,0.666666667,0.0,0.0,0.023109243694724946,0.030303030303030304,0.07843529411764705,1
org.apache.camel.builder.NoErrorHandlerBuilder,0.01807228915662651,0.3333333333333333,0.0,0.013392857142857142,0.012422360248447204,0.00022031284423881914,0.004484304932735426,0.05263157894736842,0.019108280254777073,1.0,0.004814636494944632,0.0,0.0,0.666666667,0.555555556,0.0,0.0,0.014705882347750865,0.030303030303030304,0.07843529411764705,1
