wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
0.3611111111111111,0.0,0.0,0.2608695652173913,0.3357142857142857,0.0,0.2537313432835821,0.021739130434782608,0.29411764705882354,0.125000000375,0.2884892086330936,1.0,0.0,0.0,0.2,0.0,0.0,0.6031381554228855,0.25,0.7472571428571428,0
0.16666666666666666,0.5,0.0,0.31884057971014496,0.35714285714285715,0.0,0.014925373134328358,0.45652173913043476,0.058823529411764705,0.44000000031200004,0.1316546762589928,0.222222222,0.0,0.9230769224970415,0.5,0.5,1.0,0.5837479270646766,0.15000000000000002,0.4762,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0007194244604316546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.25,0.0,0.0,0.21739130434782608,0.22857142857142856,0.0,0.014925373134328358,0.30434782608695654,0.1764705882352941,0.1375000001725,0.10827338129496403,1.0,0.0,0.0,0.458333333,0.0,0.0,0.3217247097512438,0.15000000000000002,0.3809428571428571,0
0.3611111111111111,0.0,0.0,0.18840579710144928,0.37142857142857144,0.0,0.014925373134328358,0.2608695652173913,0.1764705882352941,0.125000000375,0.1866906474820144,1.0,0.0,0.0,0.291666667,0.0,0.0,0.38652889402985074,0.2,0.41757142857142854,0
0.41666666666666663,0.5,0.0,0.2028985507246377,0.2571428571428571,0.0,0.11940298507462686,0.13043478260869565,0.29411764705882354,0.07857142858428576,0.14496402877697842,1.0,0.125,0.25339366542151065,0.196428571,0.5,0.36363636363636365,0.25671641791044775,0.2,0.4952285714285714,0
0.2222222222222222,0.0,0.0,0.08695652173913043,0.12857142857142856,0.0,0.014925373134328358,0.10869565217391304,0.1764705882352941,0.1428571427714286,0.06618705035971223,1.0,0.0,0.0,0.428571429,0.0,0.0,0.21766169154228857,0.1,0.3571428571428571,0
1.0,0.0,0.0,0.18840579710144928,0.5071428571428571,0.0,0.0,0.2826086956521739,1.0,0.2692857143461429,0.2931654676258993,1.0,0.75,0.0,0.182857143,0.0,0.0,0.21337755661691543,0.1,0.5317428571428571,0
0.25,0.0,0.0,0.15942028985507248,0.24285714285714285,0.0,0.014925373134328358,0.21739130434782608,0.1764705882352941,0.1375000001725,0.1118705035971223,1.0,0.0,0.0,0.458333333,0.0,0.0,0.33278054169154225,0.2,0.4126857142857142,0
0.1388888888888889,0.5,0.0,0.3333333333333333,0.2571428571428571,0.0,0.014925373134328358,0.4782608695652174,0.058823529411764705,0.48749999990250004,0.11007194244604317,0.166666667,0.0,0.9572649569428008,0.5,0.5,0.9090909090909092,0.5771144278606966,0.15000000000000002,0.3428571428571428,1
0.1111111111111111,0.5,0.0,0.15942028985507248,0.09999999999999999,0.0,0.014925373134328358,0.21739130434782608,0.058823529411764705,0.5000000003000001,0.049999999999999996,0.25,0.0,0.9940828396950387,0.666666667,0.5,0.8181818181818182,0.31840796019900497,0.1,0.21428571428571427,1
0.1111111111111111,0.5,0.0,0.36231884057971014,0.2642857142857143,0.0,0.014925373134328358,0.5217391304347826,0.058823529411764705,0.5428571428914287,0.15071942446043166,0.142857143,0.0,0.9940828396950387,0.666666667,0.5,0.8181818181818182,1.0,0.15000000000000002,0.2857142857142857,1
0.1388888888888889,0.5,0.0,0.11594202898550725,0.08571428571428572,0.0,0.08955223880597014,0.043478260869565216,0.08823529411764705,0.17500000016500003,0.04388489208633093,1.0,0.0,0.8749999995961539,0.75,0.5,0.36363636363636365,0.2308457711442786,0.1,0.2857142857142857,0
0.1388888888888889,0.5,0.0,0.14492753623188406,0.06428571428571428,0.0,0.11940298507462686,0.043478260869565216,0.08823529411764705,0.1375000001725,0.06906474820143885,1.0,0.0,0.7692307685680474,0.583333333,0.5,0.36363636363636365,0.3661691542288557,0.35000000000000003,0.45714285714285713,1
0.25,0.5,0.0,0.08695652173913043,0.10714285714285714,0.0,0.04477611940298507,0.06521739130434782,0.20588235294117646,0.19000000016200005,0.07122302158273382,1.0,0.0,0.6999999996769232,0.34375,0.5,0.36363636363636365,0.20453289114427858,0.1,0.4126857142857142,0
0.1388888888888889,0.5,0.0,0.10144927536231885,0.07857142857142857,0.0,0.05970149253731343,0.06521739130434782,0.08823529411764705,0.14999999997000005,0.036330935251798556,1.0,0.0,0.8749999995961539,0.5,0.5,0.36363636363636365,0.18706467661691542,0.1,0.2857142857142857,0
0.19444444444444442,0.5,0.0,0.043478260869565216,0.06428571428571428,0.0,0.014925373134328358,0.043478260869565216,0.14705882352941177,0.14999999997000005,0.06366906474820144,1.0,0.0,0.7403846150428994,0.666666667,0.5,0.18181818181818182,0.24022743422885573,0.25,0.6530571428571428,0
0.3055555555555555,0.0,0.0,0.17391304347826086,0.25,0.0,0.014925373134328358,0.2391304347826087,0.1764705882352941,0.13000000017400007,0.11618705035971223,1.0,0.0,0.0,0.5,0.0,0.0,0.28132066935323385,0.1,0.3376571428571428,0
0.1388888888888889,0.5,0.0,0.17391304347826086,0.20714285714285713,0.0,0.014925373134328358,0.2391304347826087,0.058823529411764705,0.40000000012000003,0.07517985611510791,0.4,0.0,0.9572649569428008,0.75,0.5,0.9090909090909092,0.3980099502487562,0.15000000000000002,0.3428571428571428,0
0.3611111111111111,0.0,0.0,0.15942028985507248,0.37142857142857144,0.0,0.014925373134328358,0.21739130434782608,0.1764705882352941,0.125000000375,0.19280575539568345,1.0,0.0,0.0,0.35,0.0,0.0,0.39954075771144276,0.1,0.3736285714285714,0
0.16666666666666666,1.0,0.0,0.5652173913043478,0.07857142857142857,0.0,0.5671641791044776,0.021739130434782608,0.11764705882352941,0.160000000168,0.04100719424460431,1.0,0.0,1.0,0.533333333,0.0,0.0,0.17744610278606962,0.05,0.04762857142857142,0
0.1111111111111111,0.5,0.0,0.08695652173913043,0.05714285714285714,0.0,0.04477611940298507,0.06521739130434782,0.058823529411764705,0.20000000036,0.029496402877697843,0.5,0.25,0.7692307685680474,0.555555556,1.0,0.4545454545454546,0.18656716417910446,0.1,0.21428571428571427,0
0.38888888888888884,0.0,0.0,0.18840579710144928,0.3142857142857143,0.0,0.014925373134328358,0.2608695652173913,0.2647058823529412,0.21538461535692308,0.18597122302158273,0.714285714,0.375,0.0,0.256410256,0.0,0.0,0.35323383084577115,0.25,0.5510285714285714,0
0.1111111111111111,0.0,0.0,0.8260869565217391,0.37857142857142856,0.0,0.16417910447761194,1.0,0.058823529411764705,0.0,0.13741007194244603,1.0,0.0,0.0,0.333333333,0.0,0.0,0.9378109452736318,0.1,0.21428571428571427,0
0.1111111111111111,0.5,0.0,0.07246376811594203,0.05714285714285714,0.0,0.04477611940298507,0.043478260869565216,0.058823529411764705,0.40000000012000003,0.032733812949640284,1.0,0.0,0.7692307685680474,0.666666667,0.5,0.36363636363636365,0.208955223880597,0.2,0.3571428571428571,0
