name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
org.apache.tools.ant.input.PropertyFileInputHandler,0.03,0.0,0.0,0.01234567901234568,0.07692307692307693,0.0,0.0,0.08571428571428572,0.022988505747126436,0.375,0.024539877300613498,0.5,0.0,0.0,0.666666667,0.0,0.0,0.01608187134502924,0.02,0.09687027781006625,0
org.apache.tools.ant.types.selectors.OrSelector,0.03,0.6666666666666666,0.0,0.02469135802469136,0.05668016194331984,0.0006555944055944056,0.02066115702479339,0.05714285714285714,0.034482758620689655,1.0,0.012269938650306749,0.0,0.0,0.96875,0.555555556,0.25,0.06666666666666667,0.007959714098440545,0.06,0.2421684296175753,0
org.apache.tools.ant.filters.util.ChainReaderHelper,0.1,0.0,0.0,0.0617283950617284,0.15789473684210525,0.004152097902097902,0.01652892561983471,0.34285714285714286,0.09195402298850575,0.4444444445,0.08117036337895234,0.25,0.1,0.0,0.228571429,0.0,0.0,0.0158869395711501,0.06,0.15982796698825993,0
org.apache.tools.ant.taskdefs.Ant,0.24,0.33333333333333337,0.0,0.06995884773662552,0.4777327935222672,0.015734265734265736,0.008264462809917356,0.42857142857142855,0.1954022988505747,0.4257246375,0.25153374233128833,0.916666667,0.1,0.616666667,0.185185185,0.75,0.26666666666666666,0.020914554907407405,0.12,0.24821283273276765,1
org.apache.tools.ant.taskdefs.JikesOutputParser,0.12,0.0,0.0,0.01234567901234568,0.08906882591093118,0.009615384615384616,0.004132231404958678,0.05714285714285714,0.05747126436781609,0.4025974025,0.03680981595092025,1.0,0.1,0.0,0.261904762,0.0,0.0,0.005563677714424951,0.08,0.18162268975938628,0
org.apache.tools.ant.taskdefs.SignJar,0.19,0.33333333333333337,0.0,0.041152263374485604,0.24696356275303644,0.029501748251748252,0.0,0.2857142857142857,0.1839080459770115,0.4444444445,0.11892402076451157,1.0,0.0,0.672727273,0.378947368,0.25,0.06666666666666667,0.012080640194931774,0.26,0.2829536208299431,0
org.apache.tools.ant.taskdefs.condition.And,0.02,0.33333333333333337,0.0,0.01234567901234568,0.02834008097165992,0.00021853146853146853,0.004132231404958678,0.08571428571428572,0.022988505747126436,1.0,0.005427088249174139,0.0,0.0,0.96969697,1.0,0.0,0.0,0.005116959064327485,0.02,0.07264907590375451,0
org.apache.tools.ant.taskdefs.condition.IsTrue,0.03,0.16666666666666666,0.0,0.01646090534979424,0.024291497975708502,0.0,0.004132231404958678,0.08571428571428572,0.034482758620689655,0.0,0.007078810759792355,1.0,0.0,0.818181818,0.666666667,0.0,0.0,0.004223521767543859,0.04,0.14529815180750902,0
org.apache.tools.ant.taskdefs.ExecuteOn,0.23,0.5,0.03389830508474576,0.09053497942386832,0.3117408906882591,0.03256118881118881,0.008264462809917356,0.5714285714285714,0.1839080459770115,0.4133522725,0.27465785747994337,1.0,0.4,0.777777778,0.142857143,0.75,0.4666666666666667,0.023836765828460036,0.38,0.33481053121004306,0
org.apache.tools.ant.types.Assertions,0.12,0.33333333333333337,0.0,0.04526748971193416,0.15384615384615385,0.00043706293706293706,0.008264462809917356,0.2857142857142857,0.09195402298850575,0.2045454545,0.052855120339782916,1.0,0.0,0.731707317,0.197916667,0.5,0.2,0.008528265107212475,0.08,0.26637510170870626,1
org.apache.tools.bzip2.CRC,0.07,0.0,0.0,0.00823045267489712,0.032388663967611336,0.0,0.008264462809917356,0.0,0.011494252873563218,0.25,0.25530910806984425,0.0,0.0,0.0,0.666666667,0.0,0.0,0.07470064049707602,0.04,0.12453504591421598,0
org.apache.tools.ant.taskdefs.SQLExec,0.2,0.5,0.0,0.05349794238683128,0.39271255060728744,0.025349650349650348,0.004132231404958678,0.37142857142857144,0.1839080459770115,0.4342105265,0.21118452100047191,1.0,0.0,0.7625,0.19,1.0,0.26666666666666666,0.02088206627680312,0.02,0.13803324421713356,1
org.apache.tools.ant.taskdefs.ExecuteWatchdog,0.09,0.0,0.0,0.03292181069958848,0.0931174089068826,0.0,0.02066115702479339,0.08571428571428572,0.09195402298850575,0.25,0.034922133081642284,1.0,0.1,0.0,0.288888889,0.0,0.0,0.007255793806042885,0.08,0.19372602580495177,0
org.apache.tools.ant.taskdefs.condition.IsSet,0.03,0.16666666666666666,0.0,0.020576131687242802,0.02834008097165992,0.00021853146853146853,0.004132231404958678,0.11428571428571428,0.034482758620689655,0.25,0.00684285040113261,1.0,0.0,0.818181818,0.666666667,0.0,0.0,0.004061078622319688,0.02,0.09687027781006625,0
org.apache.tools.ant.types.Commandline,0.3,0.0,0.0,0.12757201646090535,0.2631578947368421,0.06621503496503496,0.11983471074380166,0.11428571428571428,0.29885057471264365,0.344827586,0.14959886739027844,1.0,0.0,0.0,0.177339901,0.0,0.0,0.009762833006822612,0.36,0.32449436243170987,1
org.apache.tools.ant.types.selectors.NotSelector,0.03,0.8333333333333334,0.0,0.02880658436213992,0.04453441295546559,0.0006555944055944056,0.02066115702479339,0.08571428571428572,0.034482758620689655,1.0,0.008730533270410571,0.0,0.0,0.96969697,1.0,0.5,0.2,0.005523066924951267,0.04,0.19372602580495177,0
