wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2.0,2.0,0.0,5.0,9.0,1.0,1.0,4.0,1.0,2.0,49.0,0.0,0.0,0.909090909,0.75,1.0,1.0,23.5,1.0,0.5,1.0
3.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
13.0,2.0,0.0,8.0,17.0,78.0,0.0,8.0,13.0,2.0,49.0,0.0,0.0,0.586206897,1.0,1.0,3.0,2.769230769,1.0,0.9231,0.0
2.0,2.0,0.0,5.0,7.0,1.0,1.0,4.0,1.0,2.0,17.0,0.0,0.0,0.909090909,0.75,1.0,2.0,7.5,1.0,0.5,0.0
23.0,1.0,0.0,10.0,23.0,253.0,2.0,8.0,23.0,2.0,23.0,0.0,0.0,0.0,0.255434783,0.0,0.0,0.0,1.0,1.0,0.0
13.0,1.0,0.0,3.0,18.0,26.0,3.0,0.0,13.0,0.75,134.0,1.0,0.0,0.0,0.512820513,0.0,0.0,8.923076923,1.0,0.8462,0.0
12.0,1.0,0.0,8.0,45.0,0.0,4.0,5.0,10.0,0.651515152,234.0,1.0,1.0,0.0,0.309090909,0.0,0.0,18.0,3.0,1.5833,1.0
29.0,1.0,0.0,23.0,48.0,274.0,22.0,1.0,23.0,0.876984127,459.0,1.0,0.0,0.0,0.310344828,0.0,0.0,14.51724138,3.0,1.1724,0.0
3.0,2.0,0.0,8.0,14.0,3.0,1.0,7.0,3.0,2.0,55.0,0.0,0.0,0.75,0.555555556,0.0,0.0,17.33333333,2.0,1.0,0.0
13.0,2.0,0.0,8.0,17.0,78.0,0.0,8.0,13.0,2.0,49.0,0.0,0.0,0.586206897,1.0,1.0,3.0,2.769230769,1.0,0.9231,0.0
2.0,2.0,0.0,7.0,6.0,1.0,6.0,1.0,2.0,2.0,16.0,0.0,0.0,0.923076923,1.0,0.0,0.0,7.0,1.0,0.5,0.0
5.0,1.0,0.0,16.0,53.0,8.0,1.0,15.0,2.0,1.232758621,364.0,1.0,0.0,0.0,0.52,0.0,0.0,66.0,8.0,3.2,0.0
27.0,1.0,0.0,59.0,45.0,221.0,55.0,5.0,27.0,0.91958042,333.0,0.727272727,3.0,0.0,0.162962963,1.0,1.0,10.92592593,7.0,1.2963,0.0
3.0,1.0,15.0,17.0,5.0,1.0,15.0,2.0,3.0,0.5,17.0,1.0,0.0,0.0,0.666666667,0.0,0.0,4.333333333,1.0,0.6667,0.0
20.0,1.0,0.0,23.0,94.0,126.0,0.0,23.0,11.0,0.885964912,771.0,1.0,5.0,0.0,0.20242915,0.0,0.0,37.25,9.0,2.5,1.0
7.0,1.0,0.0,25.0,41.0,3.0,16.0,9.0,3.0,0.666666667,261.0,1.0,1.0,0.0,0.333333333,0.0,0.0,35.71428571,4.0,1.5714,0.0
2.0,2.0,0.0,5.0,9.0,1.0,1.0,4.0,1.0,2.0,69.0,1.0,0.0,0.909090909,0.75,2.0,2.0,32.0,7.0,3.5,0.0
1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,3.0,7.0,1.0,2.0,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,2.0,1.0,0.0
3.0,2.0,0.0,8.0,14.0,3.0,1.0,7.0,3.0,2.0,55.0,0.0,0.0,0.75,0.555555556,0.0,0.0,17.33333333,2.0,1.0,0.0
10.0,1.0,0.0,6.0,18.0,21.0,3.0,3.0,10.0,0.666666667,174.0,1.0,0.0,0.0,0.533333333,0.0,0.0,16.0,19.0,2.7,0.0
5.0,1.0,0.0,8.0,5.0,10.0,3.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,0.433333333,0.0,0.0,0.0,1.0,1.0,0.0
2.0,1.0,0.0,4.0,14.0,0.0,1.0,3.0,2.0,0.0,78.0,1.0,0.0,0.0,0.666666667,0.0,0.0,37.5,3.0,1.5,0.0
9.0,1.0,0.0,18.0,17.0,16.0,16.0,2.0,9.0,525.0,112.0,1.0,1.0,0.0,0.472222222,0.0,0.0,10.88888889,2.0,0.7778,0.0
6.0,2.0,0.0,10.0,9.0,9.0,10.0,0.0,4.0,0.857142857,91.0,0.428571429,5.0,0.764705882,0.4,1.0,1.0,13.0,1.0,0.6667,0.0
16.0,1.0,0.0,15.0,50.0,68.0,0.0,15.0,12.0,0.816666667,365.0,1.0,7.0,0.0,0.2,0.0,0.0,21.3125,4.0,1.4375,0.0
6.0,2.0,0.0,11.0,43.0,1.0,0.0,11.0,2.0,1.0,243.0,1.0,1.0,0.75,0.44,2.0,2.0,37.83333333,4.0,1.8333,0.0
5.0,2.0,0.0,31.0,8.0,6.0,30.0,1.0,3.0,875.0,79.0,0.333333333,5.0,0.8125,0.416666667,1.0,1.0,13.6,1.0,0.6,0.0
10.0,1.0,0.0,1.0,14.0,21.0,0.0,1.0,10.0,0.740740741,109.0,1.0,1.0,0.0,0.32,1.0,1.0,9.6,7.0,1.5,0.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,875.0,0.0,0.0,0.0,1.0,1.0,0.0
14.0,2.0,0.0,7.0,17.0,91.0,0.0,7.0,14.0,2.0,54.0,0.0,0.0,0.566666667,1.0,1.0,4.0,2.857142857,1.0,0.9286,0.0
16.0,1.0,0.0,5.0,41.0,0.0,2.0,4.0,14.0,775.0,254.0,0.75,1.0,0.0,0.257142857,0.0,0.0,14375.0,3.0,1.5625,1.0
11.0,1.0,0.0,12.0,11.0,55.0,7.0,5.0,11.0,2.0,11.0,0.0,0.0,0.0,0.337662338,0.0,0.0,0.0,1.0,1.0,0.0
7.0,1.0,15.0,20.0,10.0,11.0,15.0,5.0,5.0,0.777777778,39.0,1.0,2.0,0.0,0.476190476,0.0,0.0,4.142857143,1.0,0.8571,0.0
13.0,2.0,0.0,8.0,17.0,78.0,0.0,8.0,13.0,2.0,49.0,0.0,0.0,0.586206897,1.0,1.0,3.0,2.769230769,1.0,0.9231,0.0
2.0,2.0,0.0,5.0,7.0,1.0,1.0,4.0,1.0,2.0,17.0,0.0,0.0,0.909090909,0.75,1.0,2.0,7.5,1.0,0.5,0.0
12.0,1.0,0.0,15.0,42.0,16.0,0.0,15.0,10.0,0.757575758,354.0,1.0,5.0,0.0,0.242424242,0.0,0.0,28.0,4.0,1.5,0.0
2.0,2.0,0.0,5.0,7.0,1.0,1.0,4.0,1.0,2.0,17.0,0.0,0.0,0.909090909,0.75,1.0,2.0,7.5,1.0,0.5,0.0
8.0,1.0,0.0,17.0,60.0,10.0,1.0,16.0,2.0,0.732142857,495.0,1.0,3.0,0.0,0.2875,0.0,0.0,59875.0,3.0,1.25,0.0
2.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,2.0,45.0,0.0,0.0,0.0,0.5,0.0,0.0,21.5,4.0,2.0,0.0
21.0,1.0,6.0,39.0,76.0,182.0,8.0,31.0,4.0,0.95625,495.0,1.0,4.0,0.0,0.111111111,0.0,0.0,21.80952381,2.0,1.0952,0.0
5.0,4.0,2.0,11.0,8.0,8.0,11.0,0.0,4.0,1.0,26.0,1.0,0.0,0.894736842,0.6,0.0,0.0,3.8,1.0,0.4,0.0
2.0,4.0,0.0,15.0,43.0,0.0,1.0,14.0,2.0,0.666666667,402.0,1.0,0.0,0.996168582,0.555555556,2.0,3.0,198.5,17.0,8.5,0.0
2.0,2.0,0.0,5.0,9.0,1.0,1.0,4.0,1.0,2.0,29.0,0.0,0.0,0.909090909,0.75,1.0,2.0,13.5,1.0,0.5,0.0
2.0,1.0,0.0,3.0,9.0,1.0,0.0,3.0,1.0,1.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,11.5,0.0,0.0,0.0
13.0,2.0,0.0,8.0,17.0,78.0,0.0,8.0,13.0,2.0,49.0,0.0,0.0,0.586206897,1.0,1.0,3.0,2.769230769,1.0,0.9231,0.0
4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.333333333,23.0,1.0,0.0,0.0,625.0,0.0,0.0,4.5,1.0,0.75,0.0
3.0,2.0,0.0,8.0,14.0,3.0,1.0,7.0,3.0,2.0,54.0,0.0,0.0,0.75,0.555555556,0.0,0.0,17.0,2.0,1.0,0.0
13.0,2.0,0.0,9.0,19.0,78.0,0.0,9.0,13.0,2.0,57.0,0.0,0.0,0.586206897,1.0,1.0,3.0,3.384615385,1.0,0.9231,0.0
16.0,1.0,0.0,20.0,65.0,88.0,0.0,20.0,9.0,0.857142857,367.0,1.0,6.0,0.0,0.158974359,0.0,0.0,21.5,5.0,1.4375,0.0
13.0,2.0,0.0,8.0,17.0,78.0,0.0,8.0,13.0,2.0,49.0,0.0,0.0,0.586206897,1.0,1.0,3.0,2.769230769,1.0,0.9231,0.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
