wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
13.0,1.0,0.0,18.0,47.0,0.0,17.0,1.0,10.0,0.541666667,803.0,1.0,0.0,0.0,0.2,0.0,0.0,60.61538462,5.0,2.6154,0.0
6.0,2.0,0.0,22.0,50.0,0.0,1.0,21.0,2.0,1.066666667,367.0,0.222222222,0.0,0.857142857,0.5,1.0,11.0,58.66666667,3.0,1.6667,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,1.0,0.0,15.0,32.0,0.0,1.0,14.0,6.0,0.5625,302.0,1.0,0.0,0.0,0.458333333,0.0,0.0,32.33333333,3.0,1.3333,0.0
13.0,1.0,0.0,13.0,52.0,0.0,1.0,12.0,6.0,0.541666667,520.0,1.0,0.0,0.0,0.291666667,0.0,0.0,38.84615385,4.0,1.4615,0.0
15.0,2.0,0.0,14.0,36.0,0.0,8.0,6.0,10.0,0.464285714,404.0,1.0,1.0,0.235294118,0.196428571,1.0,4.0,25.8,4.0,1.7333,0.0
8.0,1.0,0.0,6.0,18.0,0.0,1.0,5.0,6.0,0.571428571,185.0,1.0,0.0,0.0,0.428571429,0.0,0.0,21.875,2.0,1.25,0.0
36.0,1.0,0.0,13.0,71.0,0.0,0.0,13.0,34.0,0.782142857,816.0,1.0,6.0,0.0,0.182857143,0.0,0.0,21.44444444,2.0,1.8611,0.0
9.0,1.0,0.0,11.0,34.0,0.0,1.0,10.0,6.0,0.5625,312.0,1.0,0.0,0.0,0.458333333,0.0,0.0,33.44444444,4.0,1.4444,0.0
5.0,2.0,0.0,23.0,36.0,0.0,1.0,22.0,2.0,1.145833333,307.0,0.166666667,0.0,0.888888889,0.5,1.0,10.0,58.0,3.0,1.2,1.0
4.0,2.0,0.0,11.0,14.0,0.0,1.0,10.0,2.0,1.166666667,140.0,0.25,0.0,0.923076923,0.666666667,1.0,9.0,32.0,2.0,0.75,1.0
4.0,2.0,0.0,25.0,37.0,0.0,1.0,24.0,2.0,1.238095238,420.0,0.142857143,0.0,0.923076923,0.666666667,1.0,9.0,100.5,3.0,1.0,1.0
5.0,2.0,0.0,8.0,12.0,0.0,6.0,2.0,3.0,0.625,123.0,1.0,0.0,0.8125,0.75,1.0,4.0,23.2,2.0,1.0,0.0
5.0,2.0,0.0,10.0,9.0,0.0,8.0,2.0,3.0,0.5625,193.0,1.0,0.0,0.714285714,0.583333333,1.0,4.0,36.8,7.0,1.6,1.0
9.0,2.0,0.0,6.0,15.0,0.0,3.0,3.0,7.0,0.65,199.0,1.0,0.0,0.65,0.34375,1.0,4.0,20.55555556,2.0,1.4444,0.0
5.0,2.0,0.0,7.0,11.0,0.0,4.0,3.0,3.0,0.583333333,102.0,1.0,0.0,0.8125,0.5,1.0,4.0,18.8,2.0,1.0,0.0
7.0,2.0,0.0,3.0,9.0,0.0,1.0,2.0,5.0,0.583333333,178.0,1.0,0.0,0.6875,0.666666667,1.0,2.0,24.14285714,5.0,2.2857,0.0
11.0,1.0,0.0,12.0,35.0,0.0,1.0,11.0,6.0,0.55,324.0,1.0,0.0,0.0,0.5,0.0,0.0,28.27272727,2.0,1.1818,0.0
5.0,2.0,0.0,12.0,29.0,0.0,1.0,11.0,2.0,1.0,210.0,0.4,0.0,0.888888889,0.75,1.0,10.0,40.0,3.0,1.2,0.0
13.0,1.0,0.0,11.0,52.0,0.0,1.0,10.0,6.0,0.541666667,537.0,1.0,0.0,0.0,0.35,0.0,0.0,40.15384615,2.0,1.3077,0.0
6.0,3.0,0.0,39.0,11.0,0.0,38.0,1.0,4.0,0.6,115.0,1.0,0.0,0.928571429,0.533333333,0.0,0.0,17.83333333,1.0,0.1667,0.0
4.0,2.0,0.0,6.0,8.0,0.0,3.0,3.0,2.0,0.666666667,83.0,0.5,2.0,0.714285714,0.555555556,2.0,5.0,18.75,2.0,0.75,0.0
14.0,1.0,0.0,13.0,44.0,0.0,1.0,12.0,9.0,0.692307692,518.0,0.714285714,3.0,0.0,0.256410256,0.0,0.0,35.5,5.0,1.9286,0.0
4.0,1.0,0.0,57.0,53.0,0.0,11.0,46.0,2.0,0.333333333,383.0,1.0,0.0,0.0,0.333333333,0.0,0.0,94.25,2.0,0.75,0.0
4.0,2.0,0.0,5.0,8.0,0.0,3.0,2.0,2.0,1.0,92.0,1.0,0.0,0.714285714,0.666666667,1.0,4.0,21.0,4.0,1.25,0.0
4.0,2.0,0.0,5.0,8.0,0.0,3.0,2.0,2.0,1.066666667,93.0,1.0,0.0,0.714285714,0.666666667,1.0,4.0,21.0,4.0,1.25,0.0
14.0,1.0,0.0,13.0,62.0,0.0,0.0,13.0,12.0,0.769230769,819.0,1.0,7.0,0.0,0.323076923,0.0,0.0,56.78571429,6.0,2.8571,0.0
9.0,1.0,0.0,20.0,38.0,0.0,1.0,19.0,6.0,0.5625,309.0,1.0,0.0,0.0,0.458333333,0.0,0.0,33.11111111,3.0,1.3333,0.0
4.0,2.0,0.0,4.0,11.0,0.0,1.0,3.0,2.0,1.066666667,118.0,1.0,0.0,0.714285714,0.666666667,2.0,5.0,27.25,5.0,1.5,0.0
14.0,1.0,0.0,8.0,38.0,0.0,1.0,7.0,9.0,0.714285714,529.0,0.857142857,3.0,0.0,0.307692308,0.0,0.0,36.28571429,5.0,2.2143,1.0
13.0,1.0,0.0,7.0,62.0,0.0,0.0,7.0,11.0,0.604166667,746.0,1.0,1.0,0.0,0.277777778,0.0,0.0,56.07692308,6.0,2.6154,0.0
5.0,2.0,0.0,11.0,9.0,0.0,10.0,1.0,2.0,0.75,131.0,0.4,4.0,0.785714286,0.333333333,1.0,1.0,24.2,2.0,1.0,0.0
5.0,1.0,0.0,6.0,19.0,0.0,0.0,6.0,2.0,1.041666667,222.0,0.333333333,0.0,0.0,0.375,0.0,0.0,42.2,1.0,0.6,0.0
7.0,1.0,0.0,5.0,7.0,21.0,4.0,1.0,7.0,2.0,7.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,1.0,0.0
4.0,2.0,0.0,6.0,12.0,0.0,4.0,2.0,2.0,0.666666667,181.0,1.0,0.0,0.866666667,0.666666667,1.0,4.0,43.75,4.0,1.25,0.0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5.0,1.0,0.0,61.0,5.0,10.0,59.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.533333333,0.0,0.0,0.0,1.0,1.0,0.0
9.0,1.0,0.0,15.0,30.0,0.0,2.0,13.0,6.0,0.5625,281.0,1.0,0.0,0.0,0.458333333,0.0,0.0,30.0,2.0,1.2222,0.0
6.0,1.0,0.0,1.0,12.0,0.0,0.0,1.0,4.0,0.75,145.0,1.0,0.0,0.0,0.32,0.0,0.0,22.5,2.0,0.8333,0.0
5.0,1.0,0.0,6.0,5.0,10.0,5.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,1.0,0.0
15.0,1.0,0.0,29.0,24.0,0.0,28.0,1.0,13.0,0.883116883,455.0,0.454545455,0.0,0.0,0.238095238,1.0,1.0,28.6,7.0,2.3333,0.0
10.0,1.0,0.0,9.0,10.0,45.0,7.0,2.0,10.0,2.0,10.0,0.0,0.0,0.0,0.316666667,0.0,0.0,0.0,1.0,1.0,0.0
15.0,1.0,0.0,52.0,36.0,0.0,47.0,5.0,13.0,0.535714286,429.0,1.0,0.0,0.0,0.357142857,0.0,0.0,27.46666667,8.0,2.1333,0.0
4.0,2.0,0.0,5.0,8.0,0.0,3.0,2.0,2.0,1.066666667,93.0,1.0,0.0,0.714285714,0.666666667,1.0,4.0,21.0,4.0,1.25,0.0
4.0,2.0,0.0,6.0,12.0,0.0,1.0,5.0,2.0,0.666666667,127.0,1.0,0.0,0.714285714,0.555555556,1.0,4.0,30.0,5.0,1.5,0.0
9.0,1.0,0.0,13.0,23.0,0.0,1.0,12.0,6.0,0.5625,217.0,1.0,0.0,0.0,0.458333333,0.0,0.0,22.88888889,2.0,1.2222,0.0
9.0,1.0,0.0,14.0,29.0,0.0,1.0,13.0,6.0,0.5625,287.0,1.0,0.0,0.0,0.458333333,0.0,0.0,30.66666667,2.0,1.2222,0.0
20.0,1.0,0.0,15.0,28.0,0.0,12.0,3.0,18.0,0.83625731,504.0,0.777777778,3.0,0.0,0.195488722,1.0,1.0,23.75,7.0,2.05,0.0
4.0,2.0,0.0,12.0,14.0,0.0,2.0,10.0,2.0,1.066666667,134.0,0.4,0.0,0.923076923,0.666666667,1.0,9.0,31.25,2.0,0.75,1.0
4.0,2.0,0.0,3.0,6.0,0.0,1.0,2.0,2.0,0.666666667,68.0,1.0,0.0,0.846153846,0.666666667,1.0,2.0,15.5,2.0,0.75,0.0
11.0,1.0,0.0,11.0,36.0,0.0,1.0,10.0,6.0,0.55,362.0,1.0,0.0,0.0,0.5,0.0,0.0,31.72727273,3.0,1.2727,1.0
9.0,1.0,0.0,10.0,29.0,0.0,1.0,9.0,6.0,0.5625,291.0,1.0,0.0,0.0,0.458333333,0.0,0.0,31.11111111,3.0,1.3333,0.0
13.0,1.0,0.0,13.0,63.0,0.0,1.0,12.0,6.0,0.541666667,591.0,1.0,0.0,0.0,0.35,0.0,0.0,44.30769231,4.0,1.4615,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,1.0,0.0,9.0,28.0,0.0,1.0,8.0,6.0,0.5625,313.0,1.0,0.0,0.0,0.458333333,0.0,0.0,33.55555556,6.0,1.6667,0.0
16.0,2.0,0.0,12.0,42.0,0.0,6.0,6.0,11.0,0.466666667,382.0,1.0,1.0,0.222222222,0.306666667,1.0,4.0,22.75,2.0,1.625,0.0
