name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
org.apache.xalan.xsltc.runtime.output.SAXXMLOutput,16.0,3.0,0.0,6.0,52.0,112.0,1.0,5.0,11.0,0.777777778,509.0,1.0,0.0,0.74,0.344444444,2.0,8.0,30.625,1.0,0.8125,0.0
org.apache.xpath.operations.Operation,12.0,2.0,14.0,23.0,23.0,0.0,17.0,8.0,12.0,0.363636364,149.0,1.0,2.0,0.731707317,0.21875,1.0,7.0,11.25,5.0,1.5833,0.0
org.apache.xalan.xsltc.runtime.BasisLibrary,53.0,1.0,0.0,34.0,150.0,1362.0,22.0,15.0,49.0,1.001602564,2089.0,0.375,0.0,0.0,0.125,0.0,0.0,37.96226415,49.0,4.3962,1.0
org.apache.xpath.objects.XString,49.0,3.0,2.0,43.0,100.0,1176.0,34.0,12.0,46.0,1.0,743.0,0.0,1.0,0.606837607,0.122222222,3.0,21.0,14.14285714,16.0,1.8571,0.0
org.apache.xalan.xsltc.StripFilter,1.0,1.0,0.0,5.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
org.apache.xalan.serialize.Serializer,9.0,1.0,0.0,8.0,9.0,36.0,7.0,1.0,9.0,2.0,9.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,1.0,0.0
org.apache.xalan.templates.ElemExsltFunction,7.0,4.0,0.0,18.0,28.0,15.0,4.0,14.0,6.0,0.5,166.0,1.0,0.0,0.97309417,0.314285714,4.0,7.0,22.57142857,1.0,0.8571,1.0
org.apache.xalan.xsltc.runtime.output.SAXHTMLOutput,8.0,3.0,0.0,4.0,22.0,28.0,1.0,3.0,7.0,2.0,177.0,0.0,0.0,0.860465116,0.375,2.0,4.0,21.125,1.0,0.75,0.0
org.apache.xml.dtm.ref.CoroutineParser,8.0,1.0,0.0,1.0,8.0,28.0,0.0,1.0,8.0,2.0,8.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,1.0,1.0,0.0
org.apache.xalan.xsltc.runtime.StringValueHandler,5.0,2.0,0.0,3.0,16.0,4.0,1.0,2.0,5.0,0.0,129.0,1.0,0.0,0.851851852,0.4,0.0,0.0,24.4,5.0,1.6,0.0
org.apache.xml.utils.CharKey,5.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,5.0,0.25,32.0,1.0,0.0,0.0,0.533333333,1.0,1.0,5.2,2.0,0.8,0.0
org.apache.xalan.xsltc.compiler.util.Type,33.0,1.0,10.0,113.0,53.0,526.0,103.0,21.0,32.0,0.998046875,300.0,0.0,16.0,0.0,0.234375,0.0,0.0,7.606060606,2.0,1.0,0.0
org.apache.xalan.transformer.StackGuard,7.0,1.0,0.0,7.0,18.0,0.0,3.0,6.0,5.0,0.5,155.0,0.0,1.0,0.0,0.458333333,0.0,0.0,20.85714286,4.0,1.4286,1.0
org.apache.xalan.serialize.WriterToUTF8Buffered,11.0,2.0,0.0,2.0,20.0,0.0,1.0,1.0,9.0,0.2,632.0,1.0,0.0,0.590909091,0.381818182,1.0,2.0,56.18181818,1.0,0.8182,0.0
org.apache.xalan.xsltc.dom.EmptyFilter,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,0.75,0.0,0.0,2.5,1.0,0.5,0.0
org.apache.xpath.functions.FuncCeiling,2.0,4.0,0.0,5.0,7.0,1.0,0.0,5.0,2.0,2.0,15.0,0.0,0.0,0.979591837,0.75,1.0,6.0,6.5,1.0,0.5,0.0
org.apache.xalan.xsltc.compiler.Number,15.0,3.0,0.0,55.0,96.0,23.0,0.0,55.0,9.0,0.798319328,1308.0,1.0,8.0,0.811594203,0.214285714,2.0,3.0,85.06666667,14.0,3.1333,0.0
org.apache.xpath.compiler.XPathDumper,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
org.apache.xalan.xsltc.runtime.TextOutput,48.0,1.0,0.0,8.0,106.0,388.0,1.0,7.0,26.0,0.895702962,2321.0,0.901960784,2.0,0.0,0.236702128,0.0,0.0,46.29166667,21.0,1.8958,0.0
org.apache.xalan.processor.ProcessorUnknown,3.0,5.0,0.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,8.0,0.0,0.0,0.990697674,0.666666667,1.0,2.0,1.666666667,1.0,0.6667,0.0
org.apache.xml.dtm.ref.ChunkedIntArray,9.0,1.0,0.0,3.0,24.0,0.0,2.0,2.0,0.0,0.892857143,353.0,0.0,1.0,0.0,0.62962963,0.0,0.0,37.44444444,3.0,1.4444,0.0
org.apache.xalan.xsltc.compiler.BinOpExpr,7.0,3.0,0.0,15.0,36.0,0.0,0.0,15.0,6.0,0.814814815,242.0,0.444444444,2.0,0.934210526,0.285714286,2.0,8.0,32.28571429,3.0,1.1429,0.0
org.apache.xalan.serialize.SerializerToText,16.0,2.0,0.0,4.0,24.0,120.0,2.0,2.0,14.0,2.0,229.0,0.0,0.0,0.821428571,0.3046875,1.0,7.0,13.3125,1.0,0.9375,0.0
org.apache.xml.utils.PrefixResolver,4.0,1.0,0.0,67.0,4.0,6.0,67.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.583333333,0.0,0.0,0.0,1.0,1.0,0.0
