wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
28,1,0,32,82,374,26,7,24,1.012345679,926,0.166666667,0,0.0,0.226337449,0,0,31.64285714,23,2.6786,2
6,1,2,3,7,3,2,1,4,0.6,36,1.0,0,0.0,0.444444444,0,0,4.666666667,1,0.6667,0
4,2,0,5,6,4,1,4,2,0.666666667,21,1.0,1,0.5,0.5,0,0,4.0,1,0.5,0
4,1,0,9,4,6,9,0,4,2.0,4,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
1,1,0,8,1,0,6,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
23,2,0,150,67,235,147,5,20,0.852272727,653,0.75,1,0.28,0.28030303,1,1,26.86956522,9,1.8696,1
5,1,0,8,26,0,1,7,4,0.625,127,1.0,2,0.0,0.314285714,0,0,23.6,4,1.6,0
25,4,0,18,73,200,1,0,18,0.854166667,666,1.0,0,0.736263736,0.38,0,0,25.32,13,1.92,1
7,1,0,2,13,0,1,1,7,0.694444444,86,1.0,0,0.0,0.571428571,0,0,10.42857143,1,0.8571,0
21,1,0,7,22,154,5,2,21,0.905,141,1.0,2,0.0,0.18452381,0,0,5.238095238,1,0.9524,0
2,2,0,2,4,1,1,1,2,2.0,11,0.0,0,0.666666667,0.666666667,1,1,4.5,1,0.5,0
8,1,0,10,21,28,5,5,7,2.0,130,0.0,0,0.0,0.3125,0,0,15.25,5,2.625,0
32,4,0,16,81,406,2,0,27,0.925558313,504,1.0,0,0.683673469,0.3,1,3,14.34375,1,0.9688,0
13,1,2,4,44,70,2,2,9,0.833333333,208,1.0,0,0.0,0.5625,0,0,14.84615385,1,0.8462,0
19,1,0,8,42,99,2,7,3,0.788888889,329,1.0,1,0.0,0.263157895,0,0,16.05263158,5,1.5789,2
2,1,0,6,21,1,3,3,1,2.0,144,0.0,0,0.0,0.5,0,0,71.0,10,5.0,0
1,1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
25,1,0,10,58,234,6,4,23,0.591666667,257,1.0,1,0.0,0.32,0,0,9.08,2,1.16,0
8,1,0,12,29,0,7,5,8,0.0,126,1.0,1,0.0,0.416666667,0,0,14.625,1,0.875,0
5,1,1,26,11,0,24,2,5,0.375,41,1.0,1,0.0,0.466666667,0,0,6.8,1,0.8,0
3,1,2,7,8,3,7,0,3,2.0,34,0.0,0,0.0,0.777777778,0,0,10.33333333,1,0.6667,0
4,3,0,6,10,4,1,5,1,0.666666667,27,1.0,1,0.714285714,0.5,1,1,5.5,1,0.5,0
5,1,1,6,6,0,5,1,5,0.5,32,1.0,1,0.0,0.466666667,0,0,5.0,1,0.8,0
2,1,0,4,3,1,4,1,1,1.0,8,0.0,1,0.0,1.0,0,0,2.5,1,0.5,0
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
10,1,0,27,19,15,25,2,10,0.755555556,138,1.0,1,0.0,0.233333333,1,1,12.3,6,1.9,0
12,5,0,3,25,66,0,0,12,2.0,67,0.0,0,0.938888889,0.472222222,1,1,4.583333333,1,0.9167,0
5,1,0,14,21,0,11,3,5,0.0,75,1.0,0,0.0,0.4,0,0,13.8,2,1.0,0
54,2,0,17,137,1241,7,0,16,0.943951165,1589,1.0,1,0.277777778,0.205450734,0,0,27.7962963,5,1.2037,0
5,3,0,4,9,2,1,3,5,0.85,61,0.8,0,0.777777778,0.333333333,0,0,10.2,1,0.8,0
37,6,0,26,120,570,2,26,24,0.848765432,1123,0.666666667,0,0.825242718,0.12012012,4,18,29.10810811,9,2.5676,2
10,1,3,9,15,29,3,6,8,0.777777778,67,1.0,1,0.0,0.65,0,0,5.3,2,1.0,0
8,2,0,6,32,20,0,6,4,0.5,221,1.0,0,0.461538462,0.4,0,0,26.375,5,2.0,0
2,2,2,4,5,0,2,2,1,0.0,19,1.0,1,0.923076923,0.625,0,0,8.0,1,0.5,0
20,1,0,8,29,108,5,3,20,0.809210526,188,1.0,1,0.0,0.235714286,0,0,8.0,1,0.9,0
3,1,2,3,4,1,2,1,2,0.0,16,1.0,0,0.0,0.666666667,0,0,4.0,1,0.6667,0
3,1,0,9,23,0,1,8,2,0.0,125,1.0,2,0.0,0.444444444,0,0,39.66666667,1,0.6667,0
8,1,0,32,104,8,4,29,3,0.80952381,955,1.0,2,0.0,0.3125,0,0,118.0,4,1.5,3
8,2,0,16,52,16,2,0,5,0.666666667,336,1.0,1,0.740740741,0.46875,1,1,40.625,2,1.0,0
7,3,0,5,20,9,3,4,5,0.733333333,110,1.0,0,0.583333333,0.333333333,0,0,14.0,3,1.0,0
3,5,2,16,38,3,2,0,1,2.0,159,0.0,0,0.981132075,1.0,0,0,52.0,1,0.6667,0
5,6,0,6,24,2,0,0,5,0.625,88,1.0,0,0.963636364,0.7,2,2,16.2,1,0.8,0
9,3,0,20,71,36,1,20,5,2.0,476,0.0,0,0.631578947,0.296296296,0,0,51.88888889,9,3.1111,0
16,1,0,27,123,120,5,23,2,2.0,1851,0.0,0,0.0,0.204545455,0,0,114.6875,20,5.9375,0
4,1,0,5,22,6,3,2,3,2.0,100,0.0,0,0.0,0.416666667,0,0,24.0,3,2.0,0
23,5,1,10,74,189,1,9,14,0.806818182,608,1.0,0,0.889473684,0.233766234,3,4,25.08695652,8,1.5652,0
7,1,0,7,34,15,1,6,2,0.75,288,0.5,1,0.0,0.333333333,0,0,39.85714286,5,1.5714,0
10,4,0,10,38,3,1,0,9,0.666666667,207,1.0,0,0.881578947,0.65,1,1,19.3,2,1.0,0
3,2,0,4,19,0,1,3,3,0.0,57,1.0,0,0.75,0.5,0,0,17.66666667,2,1.0,0
1,1,0,5,1,0,3,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
11,1,0,4,25,23,3,1,7,0.766666667,215,1.0,0,0.0,0.242424242,0,0,18.0,3,1.0909,0
4,1,0,2,6,6,1,1,3,1.0,23,0.0,1,0.0,0.666666667,0,0,4.5,2,0.75,0
11,1,0,2,15,17,2,0,11,0.725,95,1.0,0,0.0,0.727272727,0,0,7.272727273,2,0.9091,0
18,1,0,23,83,151,18,5,15,0.970588235,638,1.0,0,0.0,0.194117647,0,0,34.33333333,5,1.5556,0
11,5,2,7,27,49,2,0,10,0.8,85,1.0,0,0.944134078,0.345454545,2,2,6.636363636,2,1.0,0
4,2,0,4,13,0,1,0,3,0.333333333,41,1.0,1,0.8125,0.583333333,1,2,9.0,1,0.75,0
12,2,0,7,29,30,2,5,11,0.757575758,171,1.0,1,0.388888889,0.25,1,1,12.75,2,1.1667,0
5,5,0,6,15,10,3,3,5,2.0,48,0.0,0,1.0,0.5,0,0,8.6,0,0.0,0
35,4,0,16,103,429,0,0,28,0.894117647,824,0.933333333,1,0.663366337,0.314285714,2,4,22.11428571,2,1.0,1
11,1,0,6,19,1,5,2,11,0.45,67,1.0,1,0.0,0.318181818,0,0,4.909090909,1,0.9091,0
74,1,0,40,190,2181,13,30,72,0.882990868,1443,1.0,8,0.0,0.067567568,0,0,18.17567568,6,1.4189,1
9,2,0,19,39,34,8,13,5,0.9375,178,0.5,1,0.3,0.328125,1,1,18.55555556,1,0.7778,2
13,1,7,28,37,44,23,6,6,0.555555556,172,1.0,1,0.0,0.201923077,1,1,12.0,5,1.2308,0
5,1,1,3,13,4,1,2,5,0.5,48,1.0,0,0.0,0.4,0,0,8.4,3,1.2,0
4,1,0,11,17,4,8,3,2,0.666666667,77,0.0,1,0.0,0.333333333,0,0,18.0,4,1.75,0
9,1,0,83,9,36,80,3,9,2.0,9,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,6,0,3,22,21,0,0,7,2.0,68,0.0,0,0.967567568,0.857142857,1,1,8.714285714,3,1.1429,0
15,2,0,9,40,77,3,7,12,0.666666667,286,1.0,1,0.606060606,0.5,1,1,17.86666667,2,0.9333,0
27,1,0,33,78,219,23,13,24,0.737179487,394,1.0,5,0.0,0.150997151,0,0,13.37037037,4,1.2593,0
31,1,0,97,31,465,84,16,31,1.033333333,33,0.0,0,0.0,0.132258065,0,0,0.0,1,1.0,0
9,2,0,17,28,22,9,8,7,0.5,127,1.0,1,0.3,0.25,1,1,12.88888889,2,1.0,0
37,4,0,19,107,526,0,0,30,0.909259259,659,0.933333333,0,0.650485437,0.32972973,2,3,16.40540541,3,1.027,0
2,1,0,3,16,1,2,1,1,2.0,98,0.0,0,0.0,0.5,0,0,48.0,7,3.5,0
15,4,0,13,64,57,0,0,14,0.821428571,411,1.0,0,0.827160494,0.306666667,1,2,26.0,5,1.2,1
2,1,0,30,65,0,1,29,2,0.0,412,1.0,3,0.0,0.571428571,0,0,203.5,1,0.5,0
8,1,5,6,22,6,5,1,6,0.761904762,145,1.0,0,0.0,0.541666667,0,0,16.375,2,1.125,0
5,2,2,6,14,2,2,4,4,0.75,60,1.0,2,0.75,0.333333333,0,0,10.2,1,0.8,0
7,1,0,10,63,21,2,8,5,2.0,1034,0.0,0,0.0,0.285714286,0,0,146.7142857,10,4.8571,0
14,1,1,2,19,79,1,1,7,0.807692308,97,1.0,0,0.0,0.285714286,0,0,5.5,2,1.0,0
20,1,2,4,30,142,2,2,18,0.763157895,183,1.0,0,0.0,0.5,0,0,7.95,2,1.05,0
5,1,0,13,30,4,3,10,3,0.25,149,1.0,1,0.0,0.5,0,0,28.6,5,1.8,0
13,2,0,14,35,52,10,4,13,0.333333333,204,1.0,2,0.388888889,0.282051282,1,1,14.53846154,5,1.2308,0
12,1,0,7,63,64,2,0,5,1.049586777,939,1.0,0,0.0,0.345238095,0,0,76.33333333,1,0.9167,0
2,4,0,2,18,0,1,1,2,0.0,99,1.0,0,0.983870968,0.666666667,1,1,47.5,3,1.5,0
5,1,0,7,26,4,1,6,3,0.0,158,1.0,0,0.0,0.525,0,0,30.2,4,1.8,0
6,1,0,27,6,15,26,2,6,2.0,6,0.0,0,0.0,0.541666667,0,0,0.0,1,1.0,0
4,1,0,4,5,6,3,1,2,1.0,17,0.0,1,0.0,0.666666667,0,0,3.0,1,0.5,0
11,2,0,7,12,25,5,2,11,0.8,74,1.0,1,0.285714286,0.290909091,0,0,5.272727273,1,0.9091,0
12,1,0,19,12,66,13,6,12,2.0,12,0.0,0,0.0,0.316666667,0,0,0.0,1,1.0,0
1,1,0,7,1,0,6,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,1,0,21,6,15,17,5,6,2.0,6,0.0,0,0.0,0.37037037,0,0,0.0,1,1.0,0
2,1,0,15,34,0,1,14,2,0.0,326,1.0,2,0.0,0.6,0,0,161.0,13,6.5,0
5,2,0,10,44,0,3,7,5,0.5,305,1.0,2,0.833333333,0.6,1,1,59.4,1,0.8,1
4,4,2,5,8,6,5,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
5,1,0,6,17,10,4,2,4,2.0,112,0.0,0,0.0,0.25,0,0,21.4,3,1.6,0
8,1,0,3,35,20,2,1,4,0.80952381,303,1.0,0,0.0,0.357142857,0,0,36.5,4,1.25,1
8,1,0,2,13,14,2,0,6,0.571428571,69,1.0,0,0.0,0.625,0,0,7.375,3,1.25,0
5,1,0,2,22,8,1,1,5,0.5,97,1.0,0,0.0,0.4,0,0,18.2,1,0.6,0
5,1,0,3,6,6,0,3,5,0.75,24,1.0,2,0.0,0.466666667,0,0,3.4,1,0.8,0
3,1,0,2,6,1,2,0,1,0.5,21,1.0,0,0.0,0.5,0,0,5.666666667,2,0.6667,0
4,1,0,12,5,0,12,1,4,0.5,24,1.0,1,0.0,0.5,0,0,4.5,1,0.75,0
4,2,0,3,11,6,1,2,4,2.0,48,0.0,0,0.727272727,0.666666667,1,1,11.0,2,1.0,0
