wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
9,6,0,9,34,28,0,9,6,0.8125,166,1.0,0,0.950617284,0.4,4,9,17.22222222,2,1.0,1
8,4,0,7,37,4,0,7,7,0.714285714,277,1.0,0,0.917647059,0.46875,4,4,32.875,5,1.375,0
4,3,0,8,39,0,0,8,4,0.333333333,200,1.0,0,0.925,0.5,1,1,48.5,1,0.75,0
15,3,0,16,77,69,0,16,10,0.826530612,504,1.0,0,0.725490196,0.233333333,1,1,32.13333333,6,1.4,0
15,3,0,3,37,41,1,2,14,0.696428571,437,0.75,1,0.454545455,0.311111111,1,2,27.33333333,1,0.8,0
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
18,3,0,10,56,119,0,10,15,0.882352941,460,1.0,0,0.685185185,0.377777778,0,0,23.83333333,13,2.0,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,0
4,1,0,5,4,6,4,1,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
16,4,2,19,56,48,2,17,10,0.745454545,757,1.0,4,0.836956522,0.19375,3,7,45.625,14,2.5,0
7,3,0,7,21,0,0,7,7,0.625,144,1.0,0,0.860465116,0.342857143,1,1,19.0,5,1.4286,0
5,1,0,11,5,10,11,0,5,2.0,5,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
3,3,0,6,21,0,1,6,3,0.0,146,1.0,0,0.948717949,0.666666667,0,0,47.33333333,1,0.6667,0
1,1,0,9,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
7,5,0,5,17,0,1,4,5,0.777777778,107,1.0,0,0.848484848,0.476190476,2,5,13.85714286,5,1.2857,0
3,1,1,7,9,0,5,2,3,0.0,47,1.0,0,0.0,0.666666667,0,0,14.33333333,1,0.6667,0
6,4,0,10,33,0,0,10,6,0.6,511,1.0,0,0.939759036,0.555555556,1,1,83.5,1,0.8333,0
10,4,0,16,36,3,4,12,10,0.583333333,246,1.0,2,0.795454545,0.266666667,1,3,23.2,7,2.3,0
20,3,0,14,67,130,1,13,16,0.846889952,812,1.0,4,0.660714286,0.25,1,1,39.05,25,3.05,0
1,1,0,15,1,0,14,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
28,3,0,44,96,286,32,13,22,0.592592593,1047,0.5,1,0.545454545,0.126984127,2,5,36.32142857,15,2.5357,0
8,5,0,6,26,0,1,5,5,0.571428571,164,1.0,0,0.823529412,0.375,2,5,19.125,4,1.125,0
4,3,0,6,16,0,0,6,4,0.333333333,46,1.0,0,0.925,0.625,1,1,10.25,1,0.75,0
6,1,0,1,8,0,0,1,6,0.0,43,1.0,1,0.0,0.666666667,0,0,6.0,1,0.8333,0
3,2,0,9,26,3,1,8,2,2.0,147,0.0,0,0.92,1.0,1,1,48.0,10,3.6667,0
8,5,0,9,23,0,4,5,8,0.761904762,198,0.5,0,0.844444444,0.35,1,4,23.0,6,2.25,0
4,2,0,4,15,0,1,3,4,0.333333333,109,1.0,0,0.75,0.5,0,0,25.75,1,0.75,1
3,4,0,4,20,3,0,4,1,1.5,124,1.0,0,0.960784314,1.0,2,3,40.0,8,3.0,0
18,4,0,12,82,83,1,12,11,0.960151803,1238,1.0,1,0.821052632,0.181818182,2,2,66.05555556,8,1.8333,1
3,1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
2,3,0,0,3,1,0,0,2,2.0,7,0.0,0,0.909090909,0.75,1,1,2.5,1,0.5,0
3,1,0,3,17,0,2,1,3,0.25,196,1.0,0,0.0,0.666666667,0,0,63.0,2,1.0,0
15,3,2,10,47,73,2,8,12,0.865079365,452,1.0,1,0.725490196,0.225,1,1,28.53333333,12,1.8,0
1,1,0,8,1,0,6,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,4,0,5,24,3,0,5,1,1.5,163,1.0,0,0.960784314,1.0,2,3,53.0,11,4.0,0
13,1,1,15,66,78,10,7,12,1.083333333,476,0.0,0,0.0,0.207692308,0,0,35.46153846,2,1.0,0
4,1,0,6,21,6,2,4,2,2.0,91,0.0,0,0.0,0.75,0,0,21.75,4,1.5,0
27,1,0,10,60,145,1,9,26,0.648351648,401,1.0,4,0.0,0.314814815,0,0,13.59259259,6,1.5185,0
7,5,0,5,19,1,1,4,5,0.523809524,285,1.0,0,0.848484848,0.476190476,2,5,38.71428571,4,1.1429,0
1,1,0,2,1,0,1,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,2,0,5,37,4,0,5,2,0.5,250,1.0,0,0.8,0.5,1,3,48.8,11,2.8,0
12,3,0,11,64,0,0,11,9,0.618181818,581,1.0,0,0.770833333,0.238095238,0,0,47.0,20,3.4167,0
11,2,0,12,15,13,9,4,11,0.75,97,1.0,3,0.2,0.220779221,0,0,7.272727273,1,0.7273,0
21,5,2,15,83,142,2,13,8,0.78,799,1.0,5,0.862068966,0.186507937,3,7,36.57142857,9,1.5238,0
21,4,0,11,56,24,0,11,19,0.7875,715,1.0,0,0.795918367,0.285714286,3,4,32.66666667,16,2.1905,0
3,4,0,8,22,0,0,8,2,0.0,104,1.0,1,0.962264151,0.5,2,2,33.33333333,5,2.0,0
6,3,0,9,32,0,0,9,6,0.6,216,1.0,2,0.880952381,0.333333333,2,2,34.5,1,0.8333,0
20,1,0,4,42,130,0,4,18,0.736842105,376,1.0,1,0.0,0.284210526,0,0,17.45,3,1.15,0
4,3,0,4,15,0,0,4,4,0.833333333,70,0.5,0,0.909090909,0.583333333,0,0,16.0,3,1.5,0
